Formula,Sites,Energy_Above Hull,Formation_Energy,Volume,Density,Band_Gap
YVO3,30,0.08072150666666801,-3.184956397,394.4852380193316,4.7442820800307555,1.1014
YScO3,30,0.019936197083330002,-3.941366085,402.56854913574466,4.50088173355385,3.1392
ScGaO3,30,0.00453056070833,-3.114334094,328.43508193907246,4.934887554450265,3.1715
CsSO3,20,0,-2.072047675,402.87071972123016,3.511228283711384,5.111499999999999
CaNiO3,10,0.07267682124999901,-1.752755917,111.93005701039907,4.354802652635339,1.2293
SrGeO3,15,0.112676463333333,-2.630438872,248.667874130049,4.172081475135839,3.0028
KAsO3,20,0.010709009749999,-1.928226401,351.1743477497046,3.064430944575242,3.3848000000000003
BaGeO3,20,0,-2.696001212,345.7138411355125,4.956252732217032,3.5519
HIO3,20,0.016353290499998,-0.897171053,269.5166969553945,4.335262986437991,3.1022
BrNO3,20,0,-0.536110497,322.4671988112441,2.923029358854789,2.208
AgNO3,40,0.005029588000001001,-0.675633957,537.0054543267189,4.20228013166999,2.0027
PNO3,20,0.7339945037500001,-1.083190377,331.25861441477997,1.864340353943208,1.807599999999999
BaSiO3,20,0.022031850500000002,-3.381981356,335.46476985200644,4.22550248405267,4.5344999999999995
INO3,20,0.080938732428567,-0.586730331,389.90415996878465,3.218138415931831,1.9762
NClO3,20,0,-0.521597101,317.0995060042593,2.041411572512792,3.0976
BaCO3,10,0.104496795000001,-2.578282466,149.78570995693735,4.3753702711277125,3.976
GdBO3,10,0.143536840333331,-3.355493508,157.43763671055578,4.557674388341321,2.2691
ScGaO3,10,0.017611347374997,-3.101253308,110.7344127232281,4.878911497780485,2.6997
YScO3,10,0.030876317749997002,-3.930425964,138.94105351591026,4.346959576160271,3.2044
SrTiO3,30,0.039102471333333,-3.51255982,381.021066927438,4.797913331143005,1.7362000000000002
YAlO3,10,0.102225660549997,-3.628848293,121.03513647008225,4.496849927381268,3.4964999999999993
NaBrO3,20,0.132193780999999,-0.866867695,470.7613416419403,2.128993930994647,4.5929
NaClO3,20,0.034847359249999,-1.082864029,299.3654104053254,2.361654110725001,5.633199999999999
NaBrO3,20,0,-0.999061476,292.7753204813731,3.423266816529206,4.4812
NaClO3,20,0.029885637749999003,-1.083985425,274.48534010952795,2.5757206261379952,6.3141
NaClO3,20,0.068452242749999,-1.04541882,379.5023232314643,1.862959747051154,5.7061
AgClO3,20,0.031584152499997,-0.413945241,291.05972332883755,4.366022674178715,3.1001
CaMoO3,20,0.009694809500002,-2.609682927,251.89585819007442,4.852260631561575,1.1411
MnCO3,20,0.030299366999999,-1.98268527,223.19762703076924,3.420715449318076,3.080899999999999
CaCO3,10,0.006686683999999001,-2.680857774,120.1538154729379,2.766424138641219,4.8573
VAgO3,40,0.07809851700001201,-1.676857913,609.6622395004396,4.506266912812578,1.7207
TiFeO3,10,0.075248778999998,-2.654464014,161.9896577618398,3.110330836948588,2.590099999999999
TiCoO3,10,0.129342192500002,-2.495839099,168.77986080467417,3.045965094638345,2.2549
TiCdO3,10,0.16593305600000002,-2.505527915,195.3942757687807,3.54002966957186,2.776399999999999
TlSbO3,10,0.758883665999996,-0.953783782,260.24884551350834,4.774480946960252,2.006799999999999
MnSiO3,50,0.29550411996667203,-2.502355654,609.8634474858729,3.567466242541827,1.1731
MnSiO3,50,0.11685922296667,-2.681000551,638.2667983305516,3.408711321279282,1.9295
CaCO3,20,0.002730832500001,-2.684813626,233.29606311051344,2.849567292669833,5.0381
KAsO3,30,0.0052658590833320005,-1.933669552,525.9776900948693,3.06899767362125,3.148799999999999
CaCO3,50,0.004693754999999001,-2.682850703,572.3887566898225,2.903589663399904,4.925530420313324
CaCO3,90,0.008156122,-2.679388336,1170.318280569606,2.5562001285766263,4.956399999999999
CaTeO3,90,0.015494025600001002,-2.395577252,1605.3326258044688,4.015677188280242,3.1072
TiFeO3,20,0,-2.729712793,219.16653632662977,4.597795231408048,2.2487
CaGeO3,30,0,-2.749981945,436.38233200713995,3.669381308468726,3.481299999999999
NaAsO3,30,0,-1.884905668,419.5407583073476,3.4650536594977,2.8628
SrSiO3,30,0.017019436333333002,-3.424207037,425.6098140634538,3.832191555006368,4.3766
CaTeO3,90,0.011534739155556,-2.399536539,1546.9130639096422,4.167330249802311,2.960699999999999
RbNbO3,20,0,-2.839051019,354.33464490495084,4.243448231713888,3.3093
CaSiO3,30,0.022951270500000003,-3.425096944,390.2425615855172,2.965709943717648,4.733700000000001
CaSiO3,30,0,-3.448048215,398.6826269045318,2.902926205593484,4.8413
SrGeO3,60,0.0018847388333320001,-2.741230597,901.2435295489332,4.604582877343405,3.3373
MnSiO3,50,0.008882381366671,-2.788977392,578.7322873198204,3.759367343304468,2.959799999999999
MnSiO3,70,0.00878835530953,-2.789071418,845.7293596037858,3.6015471515372592,2.6058
TiZnO3,10,0.09579140549999801,-2.725401511,148.20580247472665,3.613922060579641,3.1234
FeSiO3,90,0.023068397888893002,-2.56973111,1045.1464962152727,3.7729731675733493,2.7187
SrTeO3,120,0.0065543974999990005,-2.374470918,2262.2976675373766,4.636886935741783,3.4208
TiMnO3,10,0.20041239499999802,-2.754191661,113.56933258435684,4.409899644458129,1.2289
BSbO3,10,0.048014838166666005,-2.226882068,155.7272770647208,3.85086307904932,3.762
NaSbO3,30,0.065655286666667,-1.991177241,426.44615616793357,4.503248933558902,2.2389
LaAlO3,30,0.031164611333331003,-3.691301952,467.7644710119816,4.555686889341703,4.4431
LaAlO3,30,0.042760157666664,-3.679706405,426.7858281918373,4.99310972184221,4.1704
MnAlO3,10,0.046342811187500006,-2.673892615,97.49613700077627,4.425479034357374,1.2511
CaGeO3,30,0.020911527666665,-2.729070418,418.57112569596745,3.825522292658277,3.58
NaPO3,30,0,-2.645570334,372.31633924451404,2.728509392289949,5.1185
MgCO3,10,0.378061633,-2.063969042,90.76659996550487,3.084978947238792,5.4366
CaCO3,10,0.309852612,-2.377691846,104.7489959704011,3.173265885699786,5.7242
KSbO3,60,0.018391050666664,-2.030736123,884.6548224253007,4.704402694997494,2.0039
CaSiO3,20,0.24374655233333403,-3.204301662,188.03765431473482,4.1032428658105,3.556599999999999
CaSiO3,20,0.24370487483333303,-3.20434334,187.989360397809,4.10429697690311,3.529899999999999
CsNO3,40,0.021673316333334,-1.392881109,805.4727175306276,3.214571982593777,3.276399999999999
KPO3,240,0.009890444624998001,-2.675777608,4158.237430130767,2.26319293343707,5.0617
MgSnO3,5,0.6298747759999971,-1.866468147,65.21888912494153,4.863389810713269,1.308399999999999
MgGeO3,5,0.5249547200000031,-2.040783233,51.40303697478925,4.682288444475782,1.5499
MgTiO3,5,0.45547797899999704,-2.907458667,56.73341366101276,3.517280185772856,1.909799999999999
MgSiO3,5,0.46725523316666906,-2.763782162,43.8830602686278,3.798717709629779,2.9292
MgZrO3,5,0.667561955,-2.835932366,70.61532784659279,3.8453875714012353,1.0257
NaNbO3,5,0.044339023999997,-2.800483741,64.44912652017267,4.222756528581366,1.5249000000000001
CaZrO3,5,0.191893085,-3.478281985,71.99498215571205,4.135496361472064,3.2122
CaTiO3,5,0.064467598,-3.49161956,58.83985762289643,3.836497971925326,1.8284999999999991
CaSiO3,5,0.24421781783333402,-3.203830397,46.96632581831585,4.10700725534391,3.4579
KNbO3,5,0.007730227999999,-2.844397452,65.41101790884895,4.569594296132727,1.412099999999999
