Formula,Energy_Above_Hull,Formation_Energy,Volume,Density,Band_Gap,Is_Metal,Magnetic_Ordering,Total_Magnetization
KZnO3,0.37669413450000105,-0.938129754,68.34503711356686,3.7053362075224703,0,1,1,2.9948736
KCoO3,0.29443553725000104,-1.021574084,58.13916092561977,4.170820658065728,0,1,1,4.516772
KMnO3,0.280140147454546,-1.477517156,61.91950425785535,3.809040682836771,0,1,1,1.9945617
KTmO3,0.254353999833333,-2.350256552,85.9074501087085,4.94891881514753,0,1,1,2.0086639
KZrO3,0.069763034333333,-2.795012398,76.13256665533781,3.889375724926838,0,1,1,0.99994
KDyO3,0.27186398166666603,-2.289703655,89.23312572862054,4.644740792753513,0,1,1,2.0000281
KRbO3,0.766270069,-0.33106965,125.1951764956113,2.288824295563234,0,1,1,4.0000005
KSrO3,0.506905778999999,-1.329765242,113.85352482172922,2.548217758597212,0,1,1,3
KMgO3,0.37453281850000003,-1.439255093,70.32747214842628,2.6303596187479252,0,1,1,3
KGdO3,0.19051270933333503,-2.31694479,88.77383613989274,4.5705686121030915,0,1,1,5.0031509
KCdO3,0.412939573,-0.72398521,81.73842379384307,4.053050969826186,0,1,1,2.4844651
LiNiO3,0.5024219344545481,-0.705458378,53.80230863498618,3.507124068215731,0,1,1,2.7958472
LiBO3,0.9669265611166771,-1.239189487,36.18478119222366,3.017312033939476,0,1,0,0.0045717
LiGeO3,0.373687681199998,-1.668078163,51.781045338759334,4.091270160724233,0,1,0,0.0641209
LiCrO3,0.40936655516666304,-1.666735624,49.7945631362843,3.566056855697144,0,1,1,1.0006766
LiAlO3,0.37512621773333304,-2.104722442,51.03133026460131,2.665668053423011,0,1,1,1.999242999999999
LiFeO3,0.31481297610000203,-1.249979174,53.878919459443516,3.414350063209818,0,1,1,4.7017182
LiMgO3,0.580104923428572,-1.310809163,62.56273528519409,2.10329822220233,0,1,1,3
LiSiO3,0.321286189688888,-2.39424171,43.19374764725567,3.19179893739793,0,1,0,0.0028166
LiRuO3,0.211082630791667,-1.457952954,56.39139875519791,4.593951862652347,0,1,0,0.0072748
MgZnO3,0.7038007069999981,-1.227882606,55.75597083930134,4.101381154433109,0,1,0,0.0536264
MgBeO3,0.649928676,-1.806537313,42.52784519741567,3.175034331029491,0,1,1,2.0015331
MgBO3,1.013810653249995,-1.699964922,37.83958725006121,3.647354163171599,0,1,0,0.0040551
MgAlO3,0.42934857399999604,-2.537314224,49.60497747034924,3.323581534958173,0,1,0,0.3339832
MgMoO3,0.640768282999996,-1.787488498,64.1182487522513,4.357174622302637,0,1,1,1.937616499999999
MnBO3,1.0809943220520881,-1.348097166,39.20780690160286,4.817452414888827,0,1,1,3.9991329
NaAlO3,0.21697979450000102,-2.126357671,52.919372158527665,3.074152026652515,0,1,1,1.9995753
NaAgO3,0.395609302999998,-0.406951862,69.5491383976443,4.270328335252566,0,1,1,1.6668462
NaCaO3,0.546954334999998,-1.320090619,91.52885364358447,2.014986243326152,0,1,1,3
NaCoO3,0.22247671974999902,-1.059370683,53.30039279125477,4.047609362092613,0,1,1,4.0980843
NaGeO3,0.23410438249999901,-1.694647066,53.35964417444054,4.469667250144575,0,1,0,0.442853999999999
NaFeO3,0.145586834999998,-1.292712711,56.203056881149166,3.747324649399237,0,1,1,4.8108835
NaInO3,0.40909349099999903,-1.174024877,76.16468912288676,4.050933238880728,0,1,1,1.9997622
NaNiO3,0.320827803500001,-0.745677687,55.793589759155374,3.859600732435127,0,1,1,2.9299628
NaSiO3,0.25805614525000303,-2.354524145,45.165596736968496,3.6424929169235902,0,1,0,0.007462799999999
NaZnO3,0.412060198999999,-0.848936643,59.646539963363715,3.79724450394603,0,1,0,0.005895099999999
RbMgO3,0.40636991600000005,-1.39230993,73.81009484134074,3.5494455011838273,0,1,1,3
ScSiO3,0.707826589968743,-2.764408986,45.978363101869,4.371425835382467,0,1,0,0.1221288
SrBeO3,0.376971984999999,-2.186857816,52.0571061965092,4.613479639488415,0,1,1,1.9990117
SrMgO3,0.22068589599999602,-2.317325252,65.23522261710269,4.070787384514324,0,1,1,1.999758299999999
SrLiO3,0.28795796100000104,-1.694797614,59.75065311696792,3.961883403012005,0,1,1,3
SrScO3,0.091257467249998,-3.186553572,70.95413907681151,4.2259742883780245,0,1,1,1.0000531
TiBeO3,1.033670633499999,-2.312304959,38.92037628226892,4.474596770357307,0,1,0,0.0010819
TiCuO3,0.5458167405000021,-1.936134508,57.101005279421834,4.635794483096115,0,1,1,0.9993563
VCoO3,0.541067191499996,-1.481146173,53.84456178860735,4.868720275483928,0,1,1,2.0065078
ZrBeO3,1.630506549999998,-1.898806424,69.74074080076234,3.5294862012939383,0,1,0,0.0018769
AlVO3,1.2285736276249961,-1.751975723,55.87365738853553,3.742320545725786,0,1,1,1.0714845
MnAlO3,1.2896009311875,-1.430634495,53.123452978688,4.06098517730827,0,1,1,3.4080579
AlNiO3,1.311674617333333,-0.894486111,49.00876957089664,4.529178568321998,0,1,1,0.8946598
AlAgO3,1.6497803273333331,-0.250836723,64.17906273811799,4.730922084847537,0,1,0,0.0002758
AlFeO3,1.4042949875000001,-1.162526193,54.91632829150119,3.955828732210649,0,1,1,4.4499198
AlSbO3,1.3185118980000041,-1.270632357,66.5165215902092,4.911471828166962,0,1,0,0.011168899999999002
AlSnO3,1.318630856125002,-1.353432764,65.77111511498312,4.890131134048122,0,1,0,0.0030615
AlMoO3,1.219777429749999,-1.403197909,64.37132382637047,4.409089114959139,0,1,1,1.1351509
AlCoO3,1.297934804499998,-1.043343859,50.426713548382544,4.409719414937844,0,1,0,0.0315227
TiAlO3,0.9959165675000011,-2.369078754,57.548401321217,3.5446998346849,0,1,0,6.400000000000002e-05
AlCuO3,1.2902155,-0.848998753,50.618016416915935,4.544378009211107,0,1,0,0.0006187
CeGaO3,0.884043946,-2.239542462,85.9685597555511,4.980294477890347,0,1,1,0.9933301
NaNbO3,0.044339023999997,-2.800483741,64.44912652017267,4.222756528581366,1.5249000000000001,0,0,0.0005892
BaTiO3,3.077492087999968,-0.41478589,100.48917348467371,3.8533977810600533,0,1,0,0.3616125
LaCoO3,1.430275217999999,-1.16965092,87.87961684788989,4.64523780354616,0,1,1,2.6032421
CaZrO3,0.191893085,-3.478281985,71.99498215571205,4.135496361472064,3.2122,0,0,0
CaSnO3,1.449770448500007,-1.244784598,82.30907163608116,4.171794878843436,0,1,1,2.0000292
KIO3,0.19824316799999803,-1.168379829,74.10191883154758,4.795516453266358,0,1,0,0.0008085
CaSiO3,0.24421781783333402,-3.203830397,46.96632581831585,4.10700725534391,3.4579,0,0,7.780000000000002e-05
SrZrO3,2.517240679499997,-1.144418149,85.49650328956366,4.405798144796697,0,1,0,0.027883699999999
LiTcO3,0.06527020858333,-1.911468099,57.23804068843266,4.436935879705508,0,1,0,0.0018613
KNbO3,0.007730227999999,-2.844397452,65.41101790884895,4.569594296132727,1.412099999999999,0,0,0
SiBO3,1.919687921312498,-0.988864835,37.13464487955602,3.885644914566695,0,1,0,0.0001585
SiBO3,1.908972559312498,-0.999580197,42.97268208926432,3.35776211805348,0,1,0,0.0613221
ScVO3,0.725788688999999,-2.525851478,54.284997039030245,4.401663411098977,0,1,1,1.993307199999999
KPdO3,0.173103888333334,-0.8254632,67.42291986772541,4.766060397742008,0,1,1,2.0084574
ScPdO3,0.820065729874999,-1.540523892,67.8551067576614,4.879050636926505,0,1,1,2.9942532
ScAsO3,1.047828888374999,-1.749711738,61.25659245178591,4.550762080484664,0,1,0,0.052524799999999004
KBeO3,0.6463002295000011,-1.193306335,53.64977433795312,2.9747044245727032,0,1,1,2.9999697999999992
KBaO3,0.5736075070000011,-1.242491632,126.03265569426269,2.956884365883195,0,1,1,3.0000002
KErO3,0.262730811666667,-2.325421858,86.7329373460614,4.869744499362977,0,1,1,2.0061636
KScO3,0.210220316249999,-2.336502925,74.65340065311048,2.937283325962221,0,1,1,2.0000204
KNaO3,0.621325963166667,-0.496376839,87.51495972475456,2.088814888455919,0,1,1,3.9998868
KSiO3,0.47014077249999,-2.14048463,49.96122783985031,3.82825280800173,0,1,0,0.36501089999999903
KInO3,0.29853580633333304,-1.274736738,79.97569649952503,4.192360054844873,0,1,1,1.9997599
KRhO3,0.061124044,-1.184232334,63.59654676556202,4.961051500094684,0,1,1,2.3977427000000002
RbZnO3,0.418686624,-0.881029198,72.20306426586795,4.573763042162006,0,1,1,2.996542599999999
RbYO3,0.25637094387499804,-2.258841819,93.76817320196758,3.937979504429194,0,1,1,2.0016888
RbSrO3,0.45709310399999903,-1.358791801,114.28712685110743,3.212277272107923,0,1,1,3
RbSmO3,0.271069491,-2.198183544,95.87752908908864,4.915689480054075,0,1,1,1.9999635
RbNaO3,0.6004236366666661,-0.502171099,92.81920017629031,2.7989997391806822,0,1,1,4.0000746
RbLiO3,0.546886912999992,-0.696537359,73.00276697776181,3.1937324895524712,0,1,1,4.0000864
RbInO3,0.29322044766667404,-1.251412654,82.5887320345404,4.992028227764626,0,1,1,1.999988
RbFeO3,0.266845015666669,-1.164507126,66.20594225067894,4.74818876599991,0,1,1,5.4673062
LiCaO3,0.348430505428571,-1.64956767,53.99772204566962,2.921970902133616,0,1,1,3
RbMnO3,0.37963623908333105,-1.378088158,65.90328141912995,4.747142635255059,0,1,1,1.994376599999999
RbCuO3,0.42699596699999903,-0.659154047,66.23687800780135,4.939032944011462,0,1,1,2.175723999999999
RbNiO3,0.41978733500000204,-0.650802962,66.52489446797706,4.796523065031163,0,1,1,3.870179
RbCdO3,0.40300357000000003,-0.718813146,89.05753605405575,4.584545925800003,0,1,1,2.977420399999999
RbCaO3,0.42176365200000004,-1.484000282,98.39510984595381,2.928769450282601,0,1,1,3
RbBO3,1.499975552333332,-0.597828368,50.39388070820404,4.754100925449175,0,1,1,1.999727
RbBaO3,0.515827346,-1.279485676,124.63922265174297,3.6077114883669053,0,1,1,3
RbBeO3,0.7759267950000011,-1.048571704,58.46279912583213,4.046856990886123,0,1,1,3
RbAlO3,0.37965470773332405,-1.925373273,61.35272302053714,4.34258485798466,0,1,1,1.9975117
NaLiO3,0.46971100400000004,-0.734994288,56.52694344651089,2.289246331384625,0,1,1,4.0004297
NaAsO3,0.304430911666667,-1.580474757,51.44697090838285,4.709481155104125,0,1,0,0.0454476
NaBeO3,0.45979896599999903,-1.325980552,46.24388611464273,2.8726689665531002,0,1,1,3.0194623
KAgO3,0.326060585,-0.490754263,73.698716327076,4.392837719467964,0,1,1,1.6557594
LiYO3,0.415705300089284,-2.229059918,50.121167612811526,4.765657634060684,0,1,1,2.0010194
NaCdO3,0.474934275,-0.608163461,77.1257750075502,3.948630055695392,0,1,1,2.1038432
MgMnO3,0.49021219800000004,-1.875530194,52.132135357475256,4.05295230583769,0,1,1,3.0942055
NaMgO3,0.37349236900000005,-1.386468496,64.85162171421845,2.439996010571015,0,1,1,3
NaPdO3,0.26455347162500004,-0.768164637,63.576091389022885,4.63370517562955,0,1,1,1.8314709
NaRuO3,0.089076717374999,-1.518621671,57.84641929357169,4.939095335518074,0,1,0,0.004786599999999
NaSrO3,0.538816024666665,-1.303110013,74.52969847814956,3.5338225518348,0,1,1,3
NaTeO3,0.132665316062498,-1.583567151,67.23886247503413,4.9043524683161035,0,1,0,0.000252999999999
NaTiO3,0.08988452819999401,-2.63980875,59.42551848449956,3.321188014547365,0,1,1,0.9900511999999991
SrCaO3,0.467312725999996,-2.177782511,83.81772037171805,3.480772355288368,0,1,1,1.9999402
SrAlO3,0.050849522249998,-3.031678721,56.43579113290282,4.7842550400047905,0,1,1,0.9822713999999991
KTbO3,0.27438799762500105,-2.272926432,90.81213175146713,4.498615826795687,0,1,1,1.999593
KCaO3,0.44993043450000003,-1.470941566,95.36093697143247,2.21451500197177,0,1,1,3
LiBeO3,0.5701234884285721,-1.346609251,43.1416576665112,2.461513393735289,0,1,1,3.0302921
LaGaO3,1.4438151811428601,-1.686664251,97.33009647935539,4.378282016363295,0,1,1,2.0005082
PrGaO3,1.4744034378571431,-1.588868873,97.53781528000668,4.403044172580138,0,1,1,2.0011405
NdGaO3,1.466254172833332,-1.6210627,95.05693542411397,4.576206098699859,0,1,1,1.9978381
CsCaO3,0.44561272699999904,-1.483104439,102.8247443617045,3.568680556996517,0,1,1,3
CsKO3,0.708962462,-0.411330488,90.71143373223842,4.027296458972959,0,1,0,0.0002015
BeZnO3,0.7651137839999981,-1.192388182,42.991823945284224,4.728391300139916,0,1,1,1.999973799999999
CaBO3,0.8975609750000011,-2.020940407,42.13256708502324,3.897366577624401,0,1,0,0.0337239
CaBeO3,0.333611442999998,-2.23146697,47.238026636691295,3.412908258507991,0,1,1,2.0069434
CsMgO3,0.5012488930000001,-1.320384184,79.08622793913015,4.308676645275569,0,1,1,3
HfZnO3,0.6870288144999971,-2.441217455,67.7504521495989,7.154294748629557,0,1,0,0.0123883
BaSiO3,0.561268264999999,-2.842744941,56.48771473314591,6.273519937114947,0.9473,0,0,0.0005857
BaGeO3,0.23236341,-2.463637802,63.06327955363161,6.792562890088615,0,1,0,0.0015562
H1gO3,0.589504466499999,-3.037705826,67.541266847953,6.165888288342769,1.1738,0,0,0.00199
MgIrO3,0.7838253469999961,-1.188034026,60.29937371610635,7.284422688581256,0,1,1,1.0065614
CaRhO3,0.25733247599999903,-1.835723821,61.82709777288515,5.129345954756469,0,1,1,1.3301973
CaRuO3,0.16523339749999902,-2.061455217,60.67733082827061,5.176309671364111,0,1,1,1.9167293
MgOsO3,0.648656035999995,-1.372708154,60.0879244515128,7.25514550317498,0,1,1,1.1611625
ZrCdO3,0.34487558900000104,-2.481755603,71.96388740867712,5.806339458576674,0,1,0,0.0017287
TiCdO3,0.19823604300000003,-2.473224928,58.726787929889916,5.889148358597162,0,1,0,4.4000000000000006e-05
CdRuO3,0.33393210100000004,-1.079125577,60.61615746211363,7.1630476902911,0,1,1,2.1207008
BaRhO3,0.098336171296297,-1.914429825,68.64174366791524,6.9727007498380615,0,1,1,1.5496788000000001
BaMnO3,0.133739453666667,-2.356205421,65.61237804092859,6.080659114987635,0,1,1,3.0024338
MnCdO3,0.27990697533333403,-1.411691313,55.42670862107124,6.451628142884849,0,1,1,3.2427241
ZrHgO3,0.34979274050000103,-2.192400906,73.29755705300552,7.698366167909752,0,1,0,0.0440064
CaIrO3,0.30655283400000305,-1.795396683,61.792674200619054,7.532249004003523,0,1,0,0.2740433
CaHfO3,0.16008691399999803,-3.660851149,67.27067539944997,6.580037829361946,3.6612,0,0,0
CdRhO3,0.424103885,-0.845729491,61.70418835153962,7.086137227330518,0,1,1,1.2863278
ZnSiO3,0.58051383316667,-2.114321977,44.4463555048899,5.286241207400336,0,1,0,1.0300000000000001e-05
CdSiO3,0.374506266500001,-2.161102249,47.43478301350349,6.598592705861918,0.6505999999999991,0,0,0.0007266
ZnRhO3,0.7624100169999991,-0.685322465,58.92249507561895,6.096070583751542,0,1,1,1.2274483
CdSnO3,0.346307218000002,-1.491440614,66.7948768517519,6.938980318308384,0,1,0,7.99e-05
CaOsO3,0.256620675599995,-1.976540853,61.7311750736624,7.486303590131466,0,1,1,1.0544156
ZnSnO3,0.712904693999999,-1.267944154,65.39671100186958,5.893869473325446,0,1,0,0.0172689
CdGeO3,0.32436161275000003,-1.555840298,54.11695667257225,7.150943527391868,0.10220000000000001,0,0,0.000467099999999
VCdO3,0.285856828999976,-1.785831357,56.628589540333415,6.197507247700209,0,1,0,0.0003964
ZnGeO3,0.6149733300000051,-1.410527672,51.560302230755426,5.9917927255139976,0,1,0,0.0003773
VZnO3,0.5494903799999971,-1.680350171,54.02571356190828,5.05143604595241,0,1,1,0.8507357
MnZnO3,0.561172910000004,-1.258271147,52.26198479368501,5.3488947483032945,0,1,1,3.1400626
SrGeO3,0.150044169333333,-2.593071166,57.36998463477624,6.027906042529566,0,1,0,1.4400000000000001e-05
SrSiO3,0.32427592999999905,-3.116950543,50.607918520880645,5.371420069070963,2.383099999999999,0,0,2.8e-06
SrRhO3,0.09264819174998801,-1.928895577,64.21547336522843,6.167951451627042,0,1,1,1.4077495
BaVO3,0.11491591899997701,-2.790472743,63.16295592953194,6.211395266623796,0,1,1,0.9983727
SrMnO3,0.049247349499999,-2.450037028,231.64938296111515,5.463879681651756,0,1,1,1.22e-05
BaRuO3,0.06870543149999901,-2.121449641,67.1049654561984,7.08696316067908,0,1,1,2.0165364
TiSnO3,0.16012544749999602,-2.596588785,61.66409761506848,5.778248869345959,1.0452,0,0,0.0001412
NaOsO3,0.035054636499999,-1.615496229,58.26098792489951,7.445164566150063,0,1,0,0.003491799999999
KWO3,0.067683724833328,-2.133688594,64.82668610173054,6.940053084185971,0,1,1,0.9996199
ZrPbO3,0.08222417481249701,-2.793935413,74.56174053380131,7.715050540923727,2.2792,0,0,0
PrVO3,0.212041934499998,-2.990521863,60.972474715206346,6.532060516745839,0,1,1,1.9992671
EuCuO3,0.17085285562500002,-1.977672172,56.00318956067427,7.813227494755172,0,1,1,6.3010028
EuFeO3,0.21751092899999902,-2.358621026,57.74869900077947,7.3556262992492,0,1,1,10.9853241
RbNbO3,0.08273654200000101,-2.756314476,68.86332417595558,5.458641230108817,1.3563,0,0,0.000370999999999
LaNiO3,0.035858060499998005,-2.436526664,57.378419163664574,7.10761180460951,0,1,1,0.997795299999999
SmAgO3,0.42368547395833206,-1.694632306,67.36633132962034,7.548294383676719,0,1,0,5.45e-05
SmMnO3,0.199603839999999,-2.791607398,59.09464695105582,7.117536561204043,0,1,1,4.0002107
LaAgO3,0.239231050083332,-1.886074956,69.34770852603963,7.058347222618607,0,1,0,0.073561599999999
LaCuO3,0.024221093999999003,-2.399634706,58.03562468331231,7.165968549859712,0,1,0,0.000433599999999
RbCrO3,0.508016842750005,-1.557712125,61.486287631130566,5.008711280005005,0,1,1,0.999684799999999
RbTaO3,0.056662273500029,-2.975669706,67.47978870917987,7.737080117438172,2.002399999999999,0,0,0.000467099999999
RbVO3,0.357393584999999,-2.052223973,60.014684858942445,5.102348844183125,0.24980000000000002,0,0,0.0015413
SmCuO3,0.12438620849999901,-2.287715098,55.266503874215694,7.869181607659484,0,1,0,0.0056199
SrCuO3,0.008427793812503,-1.740167173,56.55239894415372,5.848026625620712,0,1,1,0.6731339
BaCoO3,0.22222526900000003,-1.825632743,63.120523575171546,6.425811832176516,0,1,1,3.579829
BaCuO3,0.08273291958333401,-1.663166091,64.17733153205626,6.439350784555453,0,1,1,0.630671
EuAgO3,0.403265286833333,-1.506662538,68.38646826734634,7.474642543153219,0,1,1,6.4883625
LaScO3,0.20408182299999902,-3.746481555,67.8627929880572,5.673387093636159,2.8177000000000003,0,0,0.0012112
CsNbO3,0.25129334674999804,-2.580755457,72.55966476353424,6.266184612052443,1.276199999999999,0,0,1.6800000000000002e-05
LaGaO3,0.09632406714286101,-3.034155365,59.93511816444752,7.10999868052724,3.365900000000001,0,0,6.7e-06
SmTiO3,0.19623799524999003,-3.443943147,59.95041928908818,6.820078468672492,0,1,0,0.0057852
SmFeO3,0.222370185499999,-2.581433444,59.73708222101029,7.066202913845533,0.723499999999999,0,1,5.0002742
EuMnO3,0.12567077068749902,-2.60387543,58.274424527282676,7.263423334369363,0,1,1,9.9954965
SrEuO3,0.32016034999998,-2.678894374,84.23687860562264,5.669031021371436,0,1,1,5.0025577
VTeO3,0.6161638888333351,-1.345835018,60.636667488791325,6.203804357410974,0,1,1,1.8290088
ZnCuO3,0.607842441499999,-0.541100275,52.11003339679049,5.638793192137559,0,1,0,0.1703835
SrNdO3,0.358035681749997,-2.809206435,90.91035675028431,5.111835569658964,0,1,1,0.999958999999999
BaNiO3,0.12427227400000002,-1.695750199,65.48415898349904,6.187792965000027,0,1,1,0.0269529
GdCrO3,0.23466173249999903,-2.938642427,58.03863768944233,7.359997181461667,0.7847000000000001,0,1,3.9990318
RbUO3,0,-3.30458512,81.09117912744907,7.607261575621099,0.45420000000000005,0,1,0.999999899999999
GdAlO3,0.085117609400002,-3.613716829,52.11781860191401,7.399130733331266,1.8884999999999992,0,1,6.9965953
BaPdO3,0.028700658499995,-1.685291061,70.35635538244601,6.885721971520744,0,1,0,0.2599993
ZrSiO3,1.072800042249998,-2.219989547,49.16759723607481,5.650489094658311,0,1,1,1.4741266
ZrTlO3,0.23488012733333002,-2.45429325,74.75924335094658,7.632104481985796,0,1,0,0.0018433
ZrTiO3,0.7219286569999881,-2.729424508,57.47219178112415,5.405552075029354,0,1,0,0.095130899999999
AlSbO3,0.319599526000004,-2.269544729,52.901571703463354,6.175506915545649,1.1346,0,0,4.27e-05
AcMgO3,0.082312486499999,-3.001845327,64.78375373225691,7.671748358584634,0,1,1,1.0000029
AcScO3,0.024140034874998002,-3.82906043,70.19180130743561,7.569207408829243,3.3847,0,0,7.43e-05
AlInO3,0.46780454750000006,-2.24250465,51.258261443683864,6.14860026112864,0,1,0,0.0418222
AlAgO3,0.28559733533333304,-1.615019715,52.77775563990637,5.752918850209689,0,1,1,1.999909199999999
BTeO3,1.249640724583331,-0.822164432,44.47169373442934,6.960377106887915,0,1,0,0.0015565
BSbO3,1.014313077166667,-1.260583829,43.640418944934396,6.870745471143401,1.4054,0,0,0.0008078
BPdO3,1.218701723666666,-0.556549733,40.30795288597972,6.806833934712135,0,1,1,1.7470208
BaBeO3,0.5173108549999981,-2.025947064,59.04946220190078,5.464991599896058,0,1,1,2.0000789
BaAlO3,0.16936120074999902,-2.895402251,61.951203638108275,5.69066640911675,0,1,1,0.9993112
BaDyO3,0.10872087100000001,-3.117626003,86.82878720439085,6.651910634066194,0,1,1,0.9998442
BaInO3,0.077204864750004,-2.162446134,78.72164877180886,6.331161973233718,0,1,1,1.0001248
BaScO3,0.026701069166656002,-3.207111032,75.13526132667413,5.089365179865764,0,1,1,0.9995877
BaErO3,0.08670264150000201,-3.164587625,84.92105246203396,6.8944015811351465,0,1,1,1.000491
BaCdO3,0.202881038,-1.637695099,79.65491918762994,6.206805514125855,0,1,0,0.4612154
BaEuO3,0.16508361100000002,-2.773289008,87.36750141389481,6.410643365991762,0,1,1,5.0267218
BaTlO3,0.119237046250003,-1.698419364,82.32661349927436,7.860473804643862,0,1,0,0.0001515
BaTmO3,0.07260766408333301,-3.193704981,83.69011508040276,7.02904506046517,0,1,1,0.998569399999999
